MoveNum,ProcessID,SourceMachine,DestMachine,OriginalMachine,Service,MoveCost,Requirements,Improvement,Timestamp,SolutionId
331,839,60,93,37,826,1,"[99957,73774,52467,219421]",15.9731,1752530053869,36
332,839,93,0,37,826,1,"[99957,73774,52467,219421]",15.9731,1752530053870,36
333,839,0,37,37,826,1,"[99957,73774,52467,219421]",15.9731,1752530053870,36
334,734,53,0,53,9,1,"[49014,78478,35552,216971]",16.0347,1752530053870,36
335,734,0,60,53,9,1,"[49014,78478,35552,216971]",15.7102,1752530053870,36
336,734,60,93,53,9,1,"[49014,78478,35552,216971]",15.7102,1752530053870,36
337,734,93,0,53,9,1,"[49014,78478,35552,216971]",15.7102,1752530053870,36
338,734,0,53,53,9,1,"[49014,78478,35552,216971]",15.7102,1752530053870,36
339,983,48,10,48,964,1,"[70653,68541,5248,301654]",16.0347,1752530053870,36
340,983,10,60,48,964,1,"[70653,68541,5248,301654]",15.9661,1752530053870,36
341,983,60,93,48,964,1,"[70653,68541,5248,301654]",15.9661,1752530053870,36
342,983,93,48,48,964,1,"[70653,68541,5248,301654]",15.9661,1752530053870,36
343,495,51,60,51,489,1,"[77184,65212,575544,81063]",16.0347,1752530053870,36
344,495,60,51,51,489,1,"[77184,65212,575544,81063]",15.5074,1752530053870,36
345,176,5,0,5,179,1,"[36255,36799,14989,278146]",16.0347,1752530053870,36
346,176,0,9,5,179,1,"[36255,36799,14989,278146]",16.0206,1752530053870,36
347,176,9,60,5,179,1,"[36255,36799,14989,278146]",16.0933,1752530053870,36
348,176,60,93,5,179,1,"[36255,36799,14989,278146]",16.0206,1752530053870,36
349,176,93,9,5,179,1,"[36255,36799,14989,278146]",16.0206,1752530053870,36
350,757,23,60,23,747,1,"[94764,107492,490348,111974]",16.0933,1752530053870,37
351,757,60,23,23,747,1,"[94764,107492,490348,111974]",15.9510,1752530053870,37
352,783,13,60,13,771,1,"[43467,57649,755107,47502]",16.0933,1752530053870,37
353,783,60,13,13,771,1,"[43467,57649,755107,47502]",15.5837,1752530053870,37
354,39,48,0,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053870,37
355,39,0,6,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053870,37
356,39,6,10,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053871,37
357,39,10,60,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053871,37
358,39,60,93,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053871,37
359,39,93,48,48,47,1,"[130066,78360,8168,136510]",16.0933,1752530053871,37
360,627,52,60,52,618,1,"[232385,123045,1352,216718]",16.0933,1752530053871,37
361,627,60,93,52,618,1,"[232385,123045,1352,216718]",15.8108,1752530053871,37
362,627,93,60,52,618,1,"[232385,123045,1352,216718]",15.8108,1752530053871,37
363,627,60,52,52,618,1,"[232385,123045,1352,216718]",15.8108,1752530053871,37
364,967,47,16,47,949,1,"[34779,18489,286667,11967]",16.0933,1752530053871,37
365,967,16,40,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
366,967,40,52,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
367,967,52,60,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
368,967,60,71,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
369,967,71,16,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
370,967,16,47,47,949,1,"[34779,18489,286667,11967]",16.0318,1752530053871,37
371,835,49,93,49,822,1,"[167122,151954,1701,182923]",16.0933,1752530053871,37
372,835,93,49,49,822,1,"[167122,151954,1701,182923]",16.0537,1752530053871,37
373,836,99,60,99,823,1,"[52545,47666,541777,144843]",16.0933,1752530053872,37
374,836,60,99,99,823,1,"[52545,47666,541777,144843]",15.6803,1752530053872,37
375,472,63,60,63,466,1,"[182485,93068,32637,486653]",16.0933,1752530053872,37
376,472,60,93,63,466,1,"[182485,93068,32637,486653]",15.6711,1752530053872,37
377,472,93,60,63,466,1,"[182485,93068,32637,486653]",15.6710,1752530053872,37
378,472,60,63,63,466,1,"[182485,93068,32637,486653]",15.6711,1752530053872,37
379,829,70,0,70,816,1,"[110572,56461,18553,157531]",16.0933,1752530053872,37
380,829,0,60,70,816,1,"[110572,56461,18553,157531]",15.9716,1752530053872,37
381,829,60,93,70,816,1,"[110572,56461,18553,157531]",15.9716,1752530053872,37
382,829,93,70,70,816,1,"[110572,56461,18553,157531]",15.9716,1752530053872,37
383,690,23,4,23,681,1,"[2235,4377,696587,627]",16.0933,1752530053872,37
384,690,4,19,23,681,1,"[2235,4377,696587,627]",15.7567,1752530053872,37
385,690,19,36,23,681,1,"[2235,4377,696587,627]",15.9469,1752530053872,37
386,690,36,60,23,681,1,"[2235,4377,696587,627]",15.7567,1752530053872,37
387,690,60,19,23,681,1,"[2235,4377,696587,627]",15.7567,1752530053872,37
388,690,19,23,23,681,1,"[2235,4377,696587,627]",15.9469,1752530053872,37
389,179,27,0,27,182,1,"[98277,85963,7107,149653]",16.0933,1752530053872,37
390,179,0,6,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
391,179,6,10,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
392,179,10,60,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
393,179,60,93,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
394,179,93,6,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
395,179,6,27,27,182,1,"[98277,85963,7107,149653]",15.8319,1752530053872,37
396,332,38,0,38,331,1,"[131077,98858,4496,103365]",16.0933,1752530053872,37
397,332,0,6,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
398,332,6,10,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
399,332,10,23,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
400,332,23,60,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
401,332,60,93,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
402,332,93,10,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
403,332,10,38,38,331,1,"[131077,98858,4496,103365]",15.9292,1752530053872,37
404,637,73,4,73,628,1,"[7185,8098,311676,7038]",16.0933,1752530053872,37
405,637,4,16,73,628,1,"[7185,8098,311676,7038]",16.0292,1752530053872,37
406,637,16,52,73,628,1,"[7185,8098,311676,7038]",16.0293,1752530053872,37
407,637,52,60,73,628,1,"[7185,8098,311676,7038]",16.0292,1752530053872,37
408,637,60,71,73,628,1,"[7185,8098,311676,7038]",16.0292,1752530053872,37
409,637,71,16,73,628,1,"[7185,8098,311676,7038]",16.0292,1752530053872,37
410,637,16,73,73,628,1,"[7185,8098,311676,7038]",16.0293,1752530053872,37
411,899,37,60,37,884,1,"[58845,112668,47202,290234]",16.0933,1752530053873,37
412,899,60,93,37,884,1,"[58845,112668,47202,290234]",15.9283,1752530053873,37
413,899,93,60,37,884,1,"[58845,112668,47202,290234]",15.9283,1752530053873,37
414,899,60,37,37,884,1,"[58845,112668,47202,290234]",15.9283,1752530053873,37
415,717,27,52,27,708,1,"[32673,20775,399118,23013]",16.0933,1752530053873,37
416,717,52,60,27,708,1,"[32673,20775,399118,23013]",15.8988,1752530053873,37
417,717,60,52,27,708,1,"[32673,20775,399118,23013]",15.8988,1752530053873,37
418,717,52,27,27,708,1,"[32673,20775,399118,23013]",15.8988,1752530053873,37
419,725,88,4,88,716,1,"[4194,8052,590787,5320]",16.0933,1752530053873,37
420,725,4,60,88,716,1,"[4194,8052,590787,5320]",15.8309,1752530053873,37
421,725,60,88,88,716,1,"[4194,8052,590787,5320]",15.8309,1752530053873,37
422,435,57,6,57,4,1,"[166522,129480,3175,25970]",16.0933,1752530053873,37
423,435,6,16,57,4,1,"[166522,129480,3175,25970]",15.9119,1752530053873,37
424,435,16,60,57,4,1,"[166522,129480,3175,25970]",15.9119,1752530053873,37
425,435,60,88,57,4,1,"[166522,129480,3175,25970]",15.9120,1752530053873,37
426,435,88,93,57,4,1,"[166522,129480,3175,25970]",16.0404,1752530053873,37
427,435,93,96,57,4,1,"[166522,129480,3175,25970]",15.9119,1752530053873,37
428,435,96,88,57,4,1,"[166522,129480,3175,25970]",15.9119,1752530053873,37
429,435,88,57,57,4,1,"[166522,129480,3175,25970]",16.0404,1752530053873,37
430,528,63,0,63,521,1,"[167911,101438,2432,155432]",16.0933,1752530053873,37
431,528,0,34,63,521,1,"[167911,101438,2432,155432]",15.9968,1752530053873,37
432,528,34,60,63,521,1,"[167911,101438,2432,155432]",15.9968,1752530053873,37
433,528,60,93,63,521,1,"[167911,101438,2432,155432]",15.9968,1752530053873,37
434,528,93,0,63,521,1,"[167911,101438,2432,155432]",15.9968,1752530053873,37
435,528,0,63,63,521,1,"[167911,101438,2432,155432]",15.9968,1752530053873,37
436,419,71,60,71,415,1,"[57111,78951,517479,245496]",16.0933,1752530053873,37
437,419,60,71,71,415,1,"[57111,78951,517479,245496]",15.6194,1752530053873,37
438,673,1,60,1,664,1,"[57309,61644,278357,93902]",16.0933,1752530053873,37
439,673,60,1,1,664,1,"[57309,61644,278357,93902]",15.9361,1752530053873,37
440,605,42,60,42,596,1,"[114367,90580,217305,104091]",16.0933,1752530053873,37
441,605,60,42,42,596,1,"[114367,90580,217305,104091]",16.0933,1752530053873,37
442,861,42,10,42,848,1,"[60618,84912,3230,315978]",16.0933,1752530053873,37
443,861,10,60,42,848,1,"[60618,84912,3230,315978]",16.0933,1752530053873,37
444,861,60,93,42,848,1,"[60618,84912,3230,315978]",16.0933,1752530053873,37
445,861,93,42,42,848,1,"[60618,84912,3230,315978]",16.0933,1752530053873,37
446,108,81,60,81,113,1,"[121963,139424,53759,57423]",16.0933,1752530053874,37
447,108,60,71,81,113,1,"[121963,139424,53759,57423]",16.0426,1752530053874,37
448,108,71,93,81,113,1,"[121963,139424,53759,57423]",16.0426,1752530053874,37
449,108,93,71,81,113,1,"[121963,139424,53759,57423]",16.0426,1752530053874,37
450,108,71,81,81,113,1,"[121963,139424,53759,57423]",16.0426,1752530053874,37
451,215,44,0,44,218,1,"[61542,38584,118368,214007]",16.0933,1752530053874,37
452,215,0,60,44,218,1,"[61542,38584,118368,214007]",15.9841,1752530053874,37
453,215,60,0,44,218,1,"[61542,38584,118368,214007]",15.9841,1752530053874,37
454,215,0,44,44,218,1,"[61542,38584,118368,214007]",15.9841,1752530053874,37
455,57,44,16,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
456,57,16,40,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
457,57,40,52,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
458,57,52,60,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
459,57,60,71,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
460,57,71,16,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
461,57,16,44,44,64,1,"[38346,22985,241537,13037]",16.0933,1752530053874,37
462,598,48,0,48,589,1,"[33489,35527,24413,222108]",16.0933,1752530053874,37
463,598,0,60,48,589,1,"[33489,35527,24413,222108]",16.0933,1752530053874,37
464,598,60,93,48,589,1,"[33489,35527,24413,222108]",16.0933,1752530053874,37
465,598,93,48,48,589,1,"[33489,35527,24413,222108]",16.0933,1752530053874,37
466,49,7,0,7,56,1,"[63393,48521,184912,15508]",16.0933,1752530053874,37
467,49,0,16,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
468,49,16,40,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
469,49,40,52,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
470,49,52,60,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
471,49,60,71,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
472,49,71,16,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
473,49,16,7,7,56,1,"[63393,48521,184912,15508]",16.0107,1752530053875,37
474,66,80,15,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
475,66,15,16,80,72,1,"[133369,124208,31543,22430]",16.1523,1752530053875,37
476,66,16,40,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
477,66,40,60,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
478,66,60,71,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
479,66,71,93,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
480,66,93,15,80,72,1,"[133369,124208,31543,22430]",16.0933,1752530053875,37
481,964,61,10,61,947,1,"[118672,162125,9696,355446]",16.1523,1752530053875,38
482,964,10,93,61,947,1,"[118672,162125,9696,355446]",15.8350,1752530053875,38
483,964,93,61,61,947,1,"[118672,162125,9696,355446]",15.8350,1752530053875,38
484,341,58,60,58,340,1,"[128053,93163,10692,316969]",16.1523,1752530053875,38
485,341,60,93,58,340,1,"[128053,93163,10692,316969]",15.9257,1752530053875,38
486,341,93,58,58,340,1,"[128053,93163,10692,316969]",15.9258,1752530053875,38
487,366,40,4,40,363,1,"[1176,2130,302331,4559]",16.1523,1752530053875,38
488,366,4,16,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
489,366,16,36,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
490,366,36,52,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
491,366,52,60,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
492,366,60,71,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
493,366,71,40,40,363,1,"[1176,2130,302331,4559]",16.1492,1752530053875,38
494,670,39,6,39,661,1,"[163468,182523,5840,24565]",16.1523,1752530053875,38
495,670,6,80,39,661,1,"[163468,182523,5840,24565]",16.0827,1752530053876,38
496,670,80,93,39,661,1,"[163468,182523,5840,24565]",16.0827,1752530053876,38
497,670,93,96,39,661,1,"[163468,182523,5840,24565]",16.0827,1752530053876,38
498,670,96,93,39,661,1,"[163468,182523,5840,24565]",16.0827,1752530053876,38
499,670,93,39,39,661,1,"[163468,182523,5840,24565]",16.0827,1752530053876,38
500,64,58,10,58,70,1,"[135646,166901,2539,204220]",16.1523,1752530053876,38
501,64,10,93,58,70,1,"[135646,166901,2539,204220]",15.9554,1752530053876,38
502,64,93,58,58,70,1,"[135646,166901,2539,204220]",15.9554,1752530053876,38
503,553,56,4,56,545,1,"[12816,7230,806481,23144]",16.1523,1752530053876,38
504,553,4,56,56,545,1,"[12816,7230,806481,23144]",15.6311,1752530053876,38
505,993,75,0,75,973,1,"[83673,98505,3459,109574]",16.1523,1752530053876,38
506,993,0,6,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
507,993,6,10,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
508,993,10,34,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
509,993,34,60,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
510,993,60,80,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
511,993,80,93,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
512,993,93,10,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
513,993,10,75,75,973,1,"[83673,98505,3459,109574]",15.9774,1752530053876,38
514,347,1,16,1,345,1,"[33834,60766,337746,15771]",16.1523,1752530053876,38
515,347,16,52,1,345,1,"[33834,60766,337746,15771]",16.0081,1752530053876,38
516,347,52,60,1,345,1,"[33834,60766,337746,15771]",16.0081,1752530053876,38
517,347,60,71,1,345,1,"[33834,60766,337746,15771]",16.0081,1752530053876,38
518,347,71,1,1,345,1,"[33834,60766,337746,15771]",16.0081,1752530053876,38
519,178,64,6,64,181,1,"[126766,122693,5419,36597]",16.1523,1752530053876,38
520,178,6,10,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
521,178,10,16,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
522,178,16,23,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
523,178,23,60,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
524,178,60,71,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
525,178,71,80,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
526,178,80,88,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
527,178,88,93,64,181,1,"[126766,122693,5419,36597]",16.2756,1752530053876,38
528,178,93,96,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
529,178,96,88,64,181,1,"[126766,122693,5419,36597]",16.1472,1752530053876,38
530,508,79,4,79,5,1,"[5169,4694,548219,43662]",16.2756,1752530053877,39
531,508,4,36,79,5,1,"[5169,4694,548219,43662]",15.9738,1752530053877,39
532,508,36,60,79,5,1,"[5169,4694,548219,43662]",15.9738,1752530053877,39
533,508,60,4,79,5,1,"[5169,4694,548219,43662]",15.9738,1752530053877,39
534,508,4,79,79,5,1,"[5169,4694,548219,43662]",15.9738,1752530053877,39
535,773,96,0,96,6,1,"[132199,74523,5556,69013]",16.2756,1752530053877,39
536,773,0,6,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
537,773,6,10,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
538,773,10,16,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
539,773,16,23,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
540,773,23,60,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
541,773,60,80,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
542,773,80,93,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
543,773,93,96,96,6,1,"[132199,74523,5556,69013]",16.1124,1752530053877,39
544,338,89,4,89,337,1,"[8931,6738,403513,19320]",16.2756,1752530053877,39
545,338,4,52,89,337,1,"[8931,6738,403513,19320]",16.1273,1752530053877,39
546,338,52,60,89,337,1,"[8931,6738,403513,19320]",16.1273,1752530053877,39
547,338,60,4,89,337,1,"[8931,6738,403513,19320]",16.1273,1752530053877,39
548,338,4,89,89,337,1,"[8931,6738,403513,19320]",16.1273,1752530053877,39
549,85,22,4,22,91,1,"[1107,1212,853553,237]",16.2756,1752530053877,39
550,85,4,36,22,91,1,"[1107,1212,853553,237]",15.7313,1752530053877,39
551,85,36,22,22,91,1,"[1107,1212,853553,237]",15.7313,1752530053877,39
552,229,82,0,82,232,1,"[137137,92107,15219,33530]",16.2756,1752530053877,39
553,229,0,16,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
554,229,16,60,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
555,229,60,71,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
556,229,71,80,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
557,229,80,93,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
558,229,93,96,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053877,39
559,229,96,0,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053878,39
560,229,0,82,82,232,1,"[137137,92107,15219,33530]",16.0897,1752530053878,39
561,330,78,4,78,329,1,"[5505,3988,380374,24931]",16.2756,1752530053878,39
562,330,4,36,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
563,330,36,52,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
564,330,52,60,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
565,330,60,71,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
566,330,71,4,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
567,330,4,78,78,329,1,"[5505,3988,380374,24931]",16.1455,1752530053878,39
568,289,32,0,32,292,1,"[38811,48312,7569,181650]",16.2756,1752530053878,39
569,289,0,10,32,292,1,"[38811,48312,7569,181650]",16.2756,1752530053878,39
570,289,10,29,32,292,1,"[38811,48312,7569,181650]",16.2756,1752530053878,39
571,289,29,60,32,292,1,"[38811,48312,7569,181650]",16.3662,1752530053878,39
572,289,60,68,32,292,1,"[38811,48312,7569,181650]",16.2756,1752530053878,39
573,289,68,93,32,292,1,"[38811,48312,7569,181650]",16.4357,1752530053878,39
574,289,93,68,32,292,1,"[38811,48312,7569,181650]",16.2756,1752530053878,39
575,314,20,6,20,315,1,"[156511,113791,10151,57475]",16.4357,1752530053878,40
576,314,6,10,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
577,314,10,16,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
578,314,16,60,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
579,314,60,71,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
580,314,71,80,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
581,314,80,93,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
582,314,93,20,20,315,1,"[156511,113791,10151,57475]",16.3766,1752530053878,40
583,235,68,60,68,238,1,"[17988,12770,449378,105786]",16.4357,1752530053878,40
584,235,60,68,68,238,1,"[17988,12770,449378,105786]",16.1930,1752530053878,40
585,51,56,4,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
586,51,4,16,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
587,51,16,40,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
588,51,40,52,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
589,51,52,60,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
590,51,60,71,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
591,51,71,52,56,58,1,"[10839,8539,249307,5551]",16.4357,1752530053878,40
